Titulo Principal,Titulo Secundario,Autor,N° Ref
"Lytton, Edward Bulwer Lytton, Baron",,,17133
"Darwin, Charles",,,17026
"Marlowe, Christopher",,,16886
"Milton, John",,,16800
"Equiano, Olaudah",,,16541
"Le Fanu, Joseph Sheridan",,,16345
"Hapgood, Isabel Florence",,,16307
"Bierce, Ambrose",,,16239
"Potter, Beatrix",,,16183
"Galsworthy, John",,,16086
"Jonson, Ben",,,15984
"Seaman, Owen",,,15907
"Schopenhauer, Arthur",,,15677
"Wodehouse, P. G.",,,15653
"Cary, Henry Francis",,,15437
"Pusey, E. B.",,,15422
"Hume, David",,,15413
"Brontë, Emily",,,15348
"Burnand, F. C.",,,15266
"Franklin, Benjamin",,,15162
"MacDonald, George",,,15159
"Yeats, W. B.",,,15041
"Lawrence, D. H.",,,14875
Sophocles,,,14776
"Zola, Émile",,,14558
"Zimmern, Helen",,,14526
"James, William",,,14466
"Emerson, Ralph Waldo",,,14294
Ovid,,,14281
"Riley, Henry T.",,,14183
"Ruskin, John",,,14166
"Chaucer, Geoffrey",,,14016
"Tagore, Rabindranath",,,13959
"Howells, William Dean",,,13888
"Emshwiller, Ed",,,13640
"Thompson, Silvanus P.",,,13615
"Ogden, C. K.",,,13603
"Chambers, Robert",,,13562
"Jókai, Mór",,,13519
"Wittgenstein, Ludwig",,,13484
Xenophon,,,13481
Aristophanes,,,13425
"Craig, Austin",,,13421
"Dyce, Alexander",,,13368
"Freud, Sigmund",,,13274
"Trollope, Anthony",,,13263
"Hesse, Hermann",,,13092
"Nesbit, E.",,,13038
"Wolf, Edwin",,,12918
"Chambers, William",,,12874
"Shepard, Ernest H.",,,12834
"Alger, Horatio, Jr.",,,12676
"Dick, Philip K.",,,12662
"Dakyns, Henry Graham",,,12353
"Skeat, Walter W.",,,12228
"Blake, William",,,12225
"Pushkin, Aleksandr Sergeevich",,,12141
"Collins, Wilkie",,,12115
"Stowe, Harriet Beecher",,,12099
"Ballantyne, R. M.",,,12075
"Roosevelt, Theodore",,,12036
"Eliot, T. S.",,,12036
United States. Work Projects Administration,,,11934
"Andersen, H. C.",,,11881
"Thackeray, William Makepeace",,,11745
Vatsyayana,,,11588
Virgil,,,11522
"Belloc, Hilaire",,,11473
"Henty, G. A.",,,11430
"Carlyle, Thomas",,,11413
"Kingston, William Henry Giles",,,11375
"Archer, William",,,11372
"Child, Lydia Maria",,,11352
"Haggard, H. Rider",,,11352
"Marcus Aurelius, Emperor of Rome",,,11331
"Baudelaire, Charles",,,11319
"Dewey, John",,,11292
"Warner, Charles Dudley",,,11246
"Glaspell, Susan",,,11227
"Salten, Felix",,,11174
"Sinclair, Upton",,,11167
"Indrajit, Bhagavanlal",,,11162
"Bhide, Shivaram Parashuram",,,11162
"Bell, Clara",,,11038
"Wood, James, Rev.",,,11005
"Gosse, Edmund",,,10982
"Yonge, Charlotte M.",,,10909
"Lebert, Marie",,,10804
"Rowlandson, Mary White",,,10801
"Smith, E. Boyd",,,10759
"Blackwood, Algernon",,,10733
"Stratemeyer, Edward",,,10692
"Neill, John R.",,,10636
"Jacobs, W. W.",,,10625
"Cooper, James Fenimore",,,10603
"Sunzi, active 6th century B.C.",,,10574
"Leblanc, Maurice",,,10561
"Ludovici, Anthony M.",,,10498
"Longfellow, Henry Wadsworth",,,10463
"Lovecraft, H. P.",,,10433
"Rousseau, Jean-Jacques",,,10417
"Montaigne, Michel de",,,10410
"Spenser, Edmund",,,10399
"Schiller, Friedrich",,,10377
"Josephus, Flavius",,,10355
"Nuttall, P. Austin",,,10352
"Marx, Karl",,,10348
"Cicero, Marcus Tullius",,,10301
"Turgenev, Ivan Sergeevich",,,10251
"Fenn, George Manville",,,10240
"Henry, O.",,,10232
"Giles, Lionel",,,10173
"Ebers, Georg",,,10129
"Pérez Galdós, Benito",,,10070
"Machen, Arthur",,,10070
"Jerome, Jerome K.",,,10053
"France, Anatole",,,9992
"Wells-Barnett, Ida B.",,,9987
"Teixeira de Mattos, Alexander",,,9920
"Engels, Friedrich",,,9897
"Tocqueville, Alexis de",,,9833
"Crane, Walter",,,9825
"Whiston, William",,,9821
"Woolf, Virginia",,,9807
"Wheatley, Henry B.",,,9798
Library of Congress. Copyright Office,,,9798
"Pine, Frank Woodworth",,,9773
Thucydides,,,9760
"Patten, William",,,9706
"Gogol, Nikolai Vasilevich",,,9584
"Harte, Bret",,,9579
"Baring-Gould, S.",,,9577
"Paine, Thomas",,,9539
"Descartes, René",,,9519
"Bond, Nelson S.",,,9491
"Macaulay, Thomas Babington Macaulay, Baron",,,9474
"Oliphant, Mrs.",,,9446
"Frazer, James George",,,9432
"Hazlitt, William Carew",,,9422
Molière,,,9414
"Rhead, Louis",,,9371
"Blasco Ibáñez, Vicente",,,9346
"Hoffmann, Heinrich",,,9324
"Meredith, George",,,9322
"Reeve, Henry",,,9300
"Gibbon, Edward",,,9195
"Riis, Jacob A.",,,9193
"Burgess, Thornton W.",,,9183
Valmiki,,,9143
"Finlay, Virgil",,,9134
"Coleridge, Samuel Taylor",,,9116
"Meiklejohn, J. M. D.",,,9013
"Jacobs, Harriet A.",,,8988
"Crawley, Richard",,,8953
"Queirós, Eça de",,,8921
Euripides,,,8921
"Cruikshank, George",,,8906
"Garrett, Randall",,,8857
"Bennett, Arnold",,,8832
"Figueiredo, Cândido de",,,8831
"Cook, Albert S.",,,8823
"Parker, Gilbert",,,8815
"Saintsbury, George",,,8812
"Aveling, Eleanor Marx",,,8801
"Bacon, Francis",,,8790
"Macaulay, G. C.",,,8729
"Smith, Adam",,,8676
"McMaster, Albert Cohn",,,8656
"Henderson, A. E.",,,8656
"Quesada, Louise Charlotte Garstin",,,8656
"Taylor, Bayard",,,8643
Herodotus,,,8618
"Morris, William",,,8555
"Lindsay, Norman",,,8500
"Wauchope, George Armstrong",,,8445
"Hayashi, Kiyotoshi",,,8429
"Ganguli, Kisari Mohan",,,8423
"Freas, Kelly",,,8413
"Gautier, Théophile",,,8358
"Gibran, Kahlil",,,8285
"Hearn, Lafcadio",,,8281
"Higginson, Thomas Wentworth",,,8255
"Clark, William George",,,8246
Plutarch,,,8214
"Lowell, James Russell",,,8131
"Blavatsky, H. P.",,,8112
"Whitman, Walt",,,8106
"Bunyan, John",,,8089
"Synge, J. M.",,,8087
"Pyle, Howard",,,8085
"Garis, Howard Roger",,,8081
"Starr, Frederick",,,8081
"Spinoza, Benedictus de",,,8066
"Mencken, H. L.",,,8051
"Borrow, George",,,8028
"Lindsay, Jack",,,8004
"Luther, Martin",,,7946
"Crane, Stephen",,,7926
"Strindberg, August",,,7916
"Saunders, T. Bailey",,,7898
"Kennedy, J. M.",,,7846
"Rand, Ayn",,,7818
"Erasmus, Desiderius",,,7775
"Clarke, Harry",,,7762
"Howard, Robert E.",,,7753
"Calderón, Sofronio G.",,,7750
"Vernon Jones, V. S.",,,7743
"Grahame, Kenneth",,,7683
"Hammerton, J. A.",,,7670
"Platt, Rutherford Hayes",,,7669
"Holmes, Oliver Wendell",,,7663
"Johnson, William Savage",,,7631
"Elwes, R. H. M.",,,7622
"Stockton, Frank R.",,,7600
"Sand, George",,,7591
"Gorky, Maksim",,,7575
"Braddon, M. E.",,,7575
"Walpole, Horace",,,7520
"Pascal, Blaise",,,7499
"Wormeley, Katharine Prescott",,,7487
"Glover, John, librarian of Trinity College, Cambridge",,,7451
"Cotton, Charles",,,7433
"Orban, Paul",,,7397
"Milman, Henry Hart",,,7351
"Poblete, Pascual Hicaro",,,7312
Vitruvius Pollio,,,7288
"Terry, W. E.",,,7282
Boethius,,,7278
"Griffith, Ralph T. H.",,,7275
"Reid, Mayne",,,7248
"Winter, Milo",,,7247
"Maugham, W. Somerset",,,7219
"Tenniel, John",,,7208
"Strunk, William",,,7166
"Orczy, Emmuska Orczy, Baroness",,,7136
"Kean, Charles John",,,7093
"Kingsley, Charles",,,7008
"Wiggin, Kate Douglas Smith",,,6990
"Dryden, John",,,6889
"AlHydar, Majid",,,6857
"Holbein, Hans",,,6857
"Maeterlinck, Maurice",,,6845
"Chopin, Kate",,,6844
"Graham, George R.",,,6837
"Leinster, Murray",,,6821
"Daudet, Alphonse",,,6819
"Morris, Richard",,,6808
"Schoenherr, John",,,6781
"Pepys, Samuel",,,6772
"Lawrence, Frederic William",,,6764
"Kirtlan, Ernest J. B.",,,6764
"Mann, Thomas",,,6726
"Brinton, Daniel G.",,,6718
"Ellis, Edward Sylvester",,,6706
"Piper, H. Beam",,,6699
"Grey, Zane",,,6669
"Polidori, John William",,,6645
"Rogers, Walter S.",,,6643
"Johnson, Samuel",,,6607
"Wells, Carolyn",,,6605
"Le Queux, William",,,6598
"Castelo Branco, Camilo",,,6591
"Braybrooke, Richard Griffin, Baron",,,6581
"Meade, L. T.",,,6550
"Marriage, Ellen",,,6541
"Guizot, François",,,6533
"Tacitus, Cornelius",,,6495
"Ward, Humphry, Mrs.",,,6490
"Leroux, Gaston",,,6483
"Paget, Walter",,,6481
"Bright, Mynors",,,6478
"Hemingway, Ernest",,,6473
"Washington, Booker T.",,,6470
"Jefferson, Thomas",,,6453
"Cleland, John",,,6416
"Wordsworth, William",,,6413
"Jacobs, Joseph",,,6381
"Andreyev, Leonid",,,6366
"Smyth, W. H.",,,6334
Laozi,,,6326
Stendhal,,,6326
"De Quincey, Thomas",,,6320
"Samuel, Horace Barnett",,,6299
"Abbott, Jacob",,,6297
"Mille, Pierre",,,6293
"Vonnegut, Kurt",,,6283
"Oppenheim, E. Phillips",,,6257
"Cather, Willa",,,6237
"Boccaccio, Giovanni",,,6218
"Belcher, Edward, Sir",,,6206
"Optic, Oliver",,,6187
"Ellis, Havelock",,,6172
"Wollstonecraft, Mary",,,6165
"Mabie, Hamilton Wright",,,6163
"James, H. R.",,,6148
"Owen, Robert Emmett",,,6147
"Boylan, R. Dillon",,,6119
"La Fontaine, Jean de",,,6085
"Willis, Nathaniel Parker",,,6081
"Rostand, Edmond",,,6044
"Quiller-Couch, Arthur",,,5994
"Tennyson, Alfred Tennyson, Baron",,,5993
"Madison, James",,,5984
"Selby-Bigge, L. A.",,,5983
"Hope, Laura Lee",,,5977
Apicius,,,5971
"Hume, Fergus",,,5958
"Merriman, Henry Seton",,,5948
"Flameng, François",,,5939
"Perrault, Charles",,,5880
"FitzGerald, Edward",,,5873
"Fuqua, Robert",,,5865
"Motley, John Lothrop",,,5835
"Huxley, Thomas Henry",,,5823
"Clausewitz, Carl von",,,5792
"Sue, Eugène",,,5791
"Harrison, James A.",,,5778
"Sharp, Robert",,,5778
"Vehling, Joseph Dommers",,,5774
"Vizetelly, Ernest Alfred",,,5770
"Burke, Edmund",,,5762
"Flaxman, John",,,5742
"Addison, Joseph",,,5719
"Rhys, Ernest",,,5706
"Matull, Kurt",,,5680
"Camões, Luís de",,,5674
"Linnell, Bruce R.",,,5666
"Graham, J. J.",,,5627
"Haussmann, William A.",,,5620
"Greenaway, Kate",,,5617
"Blankensee, Theo von",,,5613
"Segalá y Estalella, Luis",,,5604
"Keats, John",,,5599
"Hamilton, Alexander",,,5599
"Rolland, Romain",,,5580
"Butcher, S. H.",,,5562
"Mérimée, Prosper",,,5558
"Steele, Richard, Sir",,,5541
"Baroja, Pío",,,5509
"Thurston, Edgar",,,5487
"Jay, John",,,5485
"Thwaites, Reuben Gold",,,5476
"Dods, Marcus",,,5446
"Honig, Winfried",,,5434
"Wilhelm, Thomas",,,5410
"Sabatini, Rafael",,,5365
"Hogarth, C. J.",,,5356
"Legge, James",,,5346
"Goldsmith, Oliver",,,5345
"Veitch, John",,,5323
"Lincoln, Abraham",,,5315
"Müller, F. Max",,,5299
"Richards, Laura Elizabeth Howe",,,5297
"Lever, Charles James",,,5290
"Spyri, Johanna",,,5271
"Marryat, Frederick",,,5270
"Otis, James",,,5255
"Pigafetta, Antonio",,,5249
"Churchill, Winston",,,5234
"More, Thomas, Saint",,,5230
"Yonge, Charles Duke",,,5189
"Safford, Mary J.",,,5188
"Payne, John",,,5129
"Collodi, Carlo",,,5104
"Smith, Jessie Willcox",,,5087
"Dreiser, Theodore",,,5086
"Davis, Richard Harding",,,5085
Northern Nut Growers Association,,,5072
"Lane-Poole, Stanley",,,5040
"Benson, E. F.",,,5036
"Brill, A. A.",,,5027
"Seneca, Lucius Annaeus",,,4963
"Cohn, Paul V.",,,4963
"Smith, George O.",,,4958
"Huxley, Aldous",,,4956
"Green, Anna Katharine",,,4954
"Lodge, Henry Cabot",,,4953
"Luo, Guanzhong",,,4952
"Atkinson, William Walker",,,4950
"Molesworth, Mrs.",,,4938
"Radcliffe, Ann Ward",,,4934
"Hope, Anthony",,,4929
"Conway, Moncure Daniel",,,4927
Machado de Assis,,,4925
Epictetus,,,4924
"Vestal, Herman B.",,,4914
"Rinehart, Mary Roberts",,,4913
"Besant, Annie",,,4912
"Seltzer, Thomas",,,4906
"Standish, Burt L.",,,4903
"Casanova, Giacomo",,,4891
"Morley, John",,,4891
"Vaughan, Robert",,,4887
"Rosell, Cayetano",,,4887
"Paine, Albert Bigelow",,,4887
"Rachinskii, Sergei Aleksandrovich",,,4870
"Southey, Robert",,,4855
"Harris, Joel Chandler",,,4850
"Roget, Peter Mark",,,4845
"Nicoll, W. Robertson",,,4837
"Waley, Arthur",,,4837
"Aimard, Gustave",,,4834
"Stewart, Aubrey",,,4829
"Dunsany, Lord",,,4794
"Arnold, Edwin, Sir",,,4786
"Lönnrot, Elias",,,4784
"Leslie, Madeline",,,4780
"Biggers, Earl Derr",,,4772
"Koteliansky, S. S.",,,4769
"Barrows, David P.",,,4757
"Harvey, William",,,4755
"Bates, Harry",,,4743
"Crawford, F. Marion",,,4733
"Fabre, Jean-Henri",,,4718
"Richardson, Samuel",,,4717
"Hamsun, Knut",,,4704
"Church, Alfred John",,,4703
"Barnum, P. T.",,,4687
"Wrenn, Charles L.",,,4679
"Dexter, Timothy",,,4677
"Ford, H. J.",,,4675
"Barbour, Ralph Henry",,,4666
"Brazil, Angela",,,4654
"Dulac, Edmund",,,4653
"Browning, Elizabeth Barrett",,,4651
"Seton, Ernest Thompson",,,4650
"Mahan, A. T.",,,4645
"Santayana, George",,,4643
"Masters, Edgar Lee",,,4630
"Relyea, C. M.",,,4619
Snorri Sturluson,,,4615
"Markham, Clements R.",,,4608
"Yule, Henry, Sir",,,4605
"Čapek, Karel",,,4593
"Caldecott, Randolph",,,4579
"Mudie, H. Bolingbroke",,,4552
"Burroughs, John",,,4541
"Baldwin, James",,,4536
"Michelet, Jules",,,4515
"Craddock, Charles Egbert",,,4511
"Forester, Thomas",,,4506
"Hills, E. C.",,,4496
"Long, George",,,4493
"Smith, E. E.",,,4487
"Goble, Warwick",,,4467
"Bull, Charles Livingston",,,4463
"Porter, Eleanor H.",,,4458
"Browne, Hablot Knight",,,4453
"Sterne, Laurence",,,4451
"Motteux, Peter Anthony",,,4445
"Webster, John",,,4444
"Ingersoll, Robert Green",,,4429
"Rabelais, François",,,4428
"Browning, Robert",,,4422
"Leacock, Stephen",,,4420
"Francis, Dick",,,4413
"Lamb, Charles",,,4411
Suetonius,,,4410
"Wyss, Johann David",,,4407
"Morris, Charles",,,4398
"Silverberg, Robert",,,4392
"Appleton, Victor",,,4390
"Beardsley, Aubrey",,,4374
"Sienkiewicz, Henryk",,,4363
Aeschylus,,,4358
"Petrarca, Francesco",,,4358
"Grant, James",,,4352
"Ward, Grady",,,4343
"Thomson, Alexander, M.D.",,,4337
"Blanchard, Amy Ella",,,4328
"Newman, John Henry",,,4317
"Symonds, John Addington",,,4311
"Polo, Marco",,,4311
"Zangwill, Israel",,,4310
"Scott-Moncrieff, C. K.",,,4301
"Cowper, William",,,4296
"Unamuno, Miguel de",,,4285
"De Laurence, L. W.",,,4270
"Disraeli, Benjamin, Earl of Beaconsfield",,,4269
"Besant, Walter",,,4265
"Freeman, Mary Eleanor Wilkins",,,4263
"Buchan, John",,,4259
"Berens, E. M.",,,4258
"Marlowe, Stephen",,,4223
"Pound, Ezra",,,4220
"Lane, Edward William",,,4218
"Mayhew, A. L.",,,4213
"Van Dongen, H. R.",,,4208
"McGuffey, William Holmes",,,4204
"Urquhart, Thomas, Sir",,,4199
"Martin, Eva",,,4190
"Newton, Isaac",,,4189
Petronius Arbiter,,,4184
"Ashton, John",,,4177
"Sayce, A. H.",,,4177
"Webster, Jean",,,4170
"Roberts, Charles G. D., Sir",,,4164
"Weston, Jessie L.",,,4163
"Hale, Edward Everett",,,4148
"Keller, Helen",,,4140
"Brooke, L. Leslie",,,4138
"Cady, Harrison",,,4137
"Anderson, Sherwood",,,4137
"Williamson, A. M.",,,4129
"Herzl, Theodor",,,4126
"Rusticiano, da Pisa",,,4124
"Cordier, Henri",,,4124
Project Gutenberg,,,4113
"Smith, Mary Campbell",,,4104
"Ross, Robert Baldwin",,,4104
"Cobb, Irvin S.",,,4087
"Allen, Grant",,,4084
"Kuprin, A. I.",,,4084
"Rainey, W.",,,4081
"Leiber, Fritz",,,4073
"Webster, Noah",,,4069
"Harper, Charles G.",,,4063
"Stretton, Hesba",,,4057
"Eliot, Charles William",,,4056
"Humboldt, Alexander von",,,4055
"Tarkington, Booth",,,4048
"Couperus, Louis",,,4040
"Scott, Cyril",,,4036
"Martineau, Harriet",,,4033
"Alarcón, Pedro Antonio de",,,4032
"Powell, John Wesley",,,4032
"Hazlitt, William",,,4030
"Coleridge, Ernest Hartley",,,4029
"Bower, B. M.",,,4024
"Sologub, Fyodor",,,4014
"Beerbohm, Max, Sir",,,4013
Erckmann-Chatrian,,,4005
"Carter, Nicholas",,,4002
"Cullum, Ridgwell",,,3985
"Firebaugh, W. C.",,,3979
"Congreve, William",,,3979
"Bailey, Arthur Scott",,,3970
"Mariano, Patricio",,,3964
"Bridgman, L. J.",,,3947
"Upton, George P.",,,3936
"Johnson, Rossiter",,,3927
"Leonardo, da Vinci",,,3918
"Giles, J. A.",,,3908
"Lessing, Gotthold Ephraim",,,3897
"Millar, H. R.",,,3891
"Dickinson, Emily",,,3886
"Guerber, H. A.",,,3886
"Poole, Edward Stanley",,,3885
"Griffis, William Elliot",,,3882
"Long, William J.",,,3879
"Bangs, John Kendrick",,,3879
"Remy, Alfred",,,3872
"Roessler, Erwin W.",,,3872
"Valéry, Paul",,,3871
"Abbott, Thomas Kingsmill",,,3869
"Lagerlöf, Selma",,,3865
"Hartley, Florence",,,3865
"Hamilton, Edmond",,,3860
"Lockwood, Ingersoll",,,3857
"Heine, Heinrich",,,3852
"Kirk, Maria Louise",,,3834
"Strang, Herbert",,,3831
"Loti, Pierre",,,3829
"Mikszáth, Kálmán",,,3828
"Wallace, Grace, Lady",,,3825
"Sewell, Anna",,,3825
"Edwards, Owen Morgan, Sir",,,3818
Confucius,,,3806
"Bourget, Paul",,,3800
"O'Brien, Edward J.",,,3796
"Lucas, E. V.",,,3792
"Lipsky, Louis",,,3790
"Bein, Alex",,,3790
"Grant, Ulysses S.",,,3787
"Claretie, Jules",,,3779
"Playfair, Nigel",,,3773
"Selver, Paul",,,3773
"Turpin, Edna Henry Lee",,,3771
"Keller, Arthur Ignatius",,,3768
"Rilke, Rainer Maria",,,3758
"Wraxall, Lascelles, Sir",,,3747
"Anderson, Rasmus Björn",,,3742
"Mee, Arthur",,,3738
"Giles, Herbert Allen",,,3733
"Tracy, Louis",,,3724
"Sharp, R. Farquharson",,,3719
"Abbott, John S. C.",,,3712
"Williamson, C. N.",,,3711
"Wilder, Marshall P.",,,3703
"Haldane, R. B. Haldane",,,3696
"Mansfield, Katherine",,,3695
"Walpole, Hugh",,,3684
"Lucian, of Samosata",,,3682
"Hubbard, Elbert",,,3670
"Matthews, Brander",,,3668
"Dobson, Austin",,,3662
"Ropes, Mary E.",,,3646
"White, Stewart Edward",,,3630
"Nohl, Ludwig",,,3629
"Aranda y Sanjuan, Manuel",,,3624
"Einstein, Albert",,,3624
"Townsend, George Fyler",,,3622
"Bradbury, Ray",,,3621
"Hegel, Georg Wilhelm Friedrich",,,3603
"Hurlbut, Jesse Lyman",,,3600
"Curtin, Jeremiah",,,3598
"Wallace, Edgar",,,3596
"Frost, Robert",,,3593
"Knight, William Angus",,,3590
"Bede, the Venerable, Saint",,,3589
"Sellar, A. M.",,,3589
"Goldfrap, John Henry",,,3583
"Foxe, John",,,3582
Livy,,,3577
"Van Dyke, Henry",,,3570
"Casas, Bartolomé de las",,,3560
"Westerman, Percy F.",,,3560
"Rohmer, Sax",,,3557
"Carsey, Alice",,,3548
Omar Khayyam,,,3547
"Coolidge, Susan",,,3540
"Bulfinch, Thomas",,,3535
"Vaknin, Samuel",,,3534
"Schelling, George",,,3530
"Snell, Roy J.",,,3529
"Kemp, J.",,,3526
"Stevenson, Burton Egbert",,,3526
"Stables, Gordon",,,3524
"Lamb, Mary",,,3516
"Kleiser, Grenville",,,3515
"Kuperman, Leon",,,3514
"Lewis, Sinclair",,,3512
"Lutz, Edwin George",,,3511
"Bindloss, Harold",,,3498
"Wyeth, N. C.",,,3495
"Whittier, John Greenleaf",,,3495
"Halsey, Francis W.",,,3491
"Abbott, Edwin Abbott",,,3488
"Vasari, Giorgio",,,3488
"Wall, Charles Heron",,,3483
"Luce, Edmund",,,3476
"Cannon, Richard",,,3473
"Byington, Steven T.",,,3464
"De Sanctis, Francesco",,,3463
"James, M. R.",,,3460
"Singleton, Esther",,,3458
"Taine, Hippolyte",,,3452
"Edgeworth, Maria",,,3447
"Chapman, George",,,3446
"Northup, Solomon",,,3439
"Weyman, Stanley John",,,3433
"Fletcher, J. S.",,,3432
Arrian,,,3432
"Chinnock, Edward James",,,3432
"Morley, Christopher",,,3427
"Durkheim, Émile",,,3419
"Paul, Frank R.",,,3417
"Li, Yu",,,3410
"Johnston, Annie F.",,,3405
"McCutcheon, George Barr",,,3402
"Chesnutt, Charles W.",,,3397
"McManus, Blanche",,,3397
"Hoffmann, E. T. A.",,,3396
"Hawthorne, Julian",,,3395
United States,,,3394
"Aho, Juhani",,,3375
"Caxton, William",,,3373
"Mackail, J. W.",,,3360
"Bergson, Henri",,,3346
"Shelley, Percy Bysshe",,,3345
"Gaboriau, Emile",,,3343
"Weir, Harrison",,,3341
"Gay, John",,,3340
"Corelli, Marie",,,3337
"Gregory, Lady",,,3336
"Hancock, H. Irving",,,3330
"Smiles, Samuel",,,3318
"Sheckley, Robert",,,3316
"Earle, Alice Morse",,,3307
"Bedford, F. D.",,,3306
"Huysmans, J.-K.",,,3301
"Doctorow, Cory",,,3298
"Raine, William MacLeod",,,3293
"Cummings, Ray",,,3289
"Bain, R. Nisbet",,,3289
"Mather, Cotton",,,3286
