Titulo Principal,Titulo Secundario,Autor,N° Ref
Adventures of Sherlock Holmes,,Arthur Conan Doyle,1249
American Indian Stories,,Zitkala-Sa,1248
中國十大禁書之國色天香,,active 16th century Jingsuo Wu,1248
Laughter: An Essay on the Meaning of the Comic,,Henri Bergson,1248
金瓶梅,,Xiaoxiaosheng,1246
The Liberty Minstrel,,George Washington Clark,1246
A Mind That Found Itself: An Autobiography,,Clifford Whittingham Beers,1245
Favorite Fairy Tales,,,1244
"Principles of Orchestration, with Musical Examples Drawn from His Own Works",,Rimsky-Korsakov,1244
Fairy and Folk Tales of the Irish Peasantry,,,1244
Bahnwärter Thiel,,Gerhart Hauptmann,1244
All in the same boat :,,Barbara  Reynolds and Earle L. Reynolds,1242
The Awakening of Spring: A Tragedy of Childhood,,Frank Wedekind,1242
"How to Tell a Story, and Other Essays",,Mark Twain,1241
"The Mantle, and Other Stories",,Nikolai Vasilevich Gogol,1239
Sonnets from the Portuguese,,Elizabeth Barrett Browning,1237
The Notebooks of Leonardo Da Vinci — Complete,,da Vinci Leonardo,1237
The East :,,William Young Martin,1232
"Ars Amatoria; or, The Art Of Love",,Ovid,1232
Hans Andersen's Fairy Tales. Second Series,,H. C.  Andersen,1231
The wonderful Christmas in Pumpkin Delight Lane,,Sarah J.  Prichard,1229
The Initiates of the Flame,,Manly P.  Hall,1228
Phantastes: A Faerie Romance for Men and Women,,George MacDonald,1226
Faust: Der Tragödie erster Teil,,Johann Wolfgang von Goethe,1225
Four Arthurian Romances,,active 12th century de Troyes Chrétien,1225
"The Essays or Counsels, Civil and Moral",,Francis Bacon,1224
The Bacchae of Euripides,,Euripides,1223
The Dawn of Day,,Friedrich Wilhelm Nietzsche,1223
The 2004 CIA World Factbook,,United States. Central Intelligence Agency,1221
Demian: Die Geschichte von Emil Sinclairs Jugend,,Hermann Hesse,1221
West African Folk-Tales,,,1220
"The Works of Guy de Maupassant, Vol. 1",,Guy de Maupassant,1215
"Obras Completas de Luis de Camões, Tomo II",,Luís de Camões,1211
The story of a national crime :,,P. H.  Bryce,1209
"The History of Don Quixote, Volume 2, Complete",,Miguel de Cervantes Saavedra,1208
"The triumph of the nut, and other parodies",,Christopher Ward,1207
Varney the Vampire,the Feast of Blood,Thomas Peckett Prest and James Malcolm Rymer,1207
"Красавице, которая нюхала табак",,Aleksandr Sergeevich Pushkin,1204
Strange Stories from a Chinese Studio,,Songling Pu,1204
Poems,,Rainer Maria Rilke,1204
The Book of the Thousand Nights and a Night — Volume 01,,,1200
The Pencil of Nature,,William Henry Fox Talbot,1199
"Scientific  American, Volume XXXVI., No. 8, February 24, 1877",,Various,1198
A Dog's Tale,,Mark Twain,1195
The Book of the Homeless,,,1194
"The City of God, Volume II",,Bishop of Hippo Saint Augustine,1194
Brown Wolf and Other Jack London Stories,,Jack London,1192
King Solomon's Mines,,H. Rider  Haggard,1191
The Apostolic Tradition of Hippolytus,,Antipope Hippolytus,1189
Nostromo: A Tale of the Seaboard,,Joseph Conrad,1188
"Scientific  American, Volume XXIV., No. 12,  March 18, 1871",,Various,1187
"Shakespeare, William",,,226331
"Shelley, Mary Wollstonecraft",,,163145
"Dickens, Charles",,,142514
"Smollett, T.",,,127975
"Austen, Jane",,,121507
"Twain, Mark",,,116238
"Wilde, Oscar",,,95778
"Dostoyevsky, Fyodor",,,90360
"Melville, Herman",,,89631
"Dumas, Alexandre",,,87660
"Doyle, Arthur Conan",,,86725
"Hawthorne, Nathaniel",,,78758
"Garnett, Constance",,,76447
"Montgomery, L. M.",,,76427
"Carroll, Lewis",,,75052
"Alcott, Louisa May",,,74905
"Maquet, Auguste",,,74882
"Nietzsche, Friedrich Wilhelm",,,71992
Plato,,,70061
"Stevenson, Robert Louis",,,67171
"Eliot, George",,,67016
"Jowett, Benjamin",,,64829
Homer,,,62189
"Forster, E. M.",,,60882
"Ibsen, Henrik",,,56821
"Merrill, Frank T.",,,55899
"Wells, H. G.",,,55018
"Gaskell, Elizabeth Cleghorn",,,51288
"Tolstoy, Leo, graf",,,51240
"Poe, Edgar Allan",,,50803
"Foote, Mary Hallock",,,49561
"Ipsen, Ludvig Sandöe",,,49029
"Anthony, A. V. S.",,,49029
"Widger, David",,,48834
"Von Arnim, Elizabeth",,,46905
"Swift, Jonathan",,,45848
"Fielding, Henry",,,45279
"Kafka, Franz",,,44401
"Hugo, Victor",,,44391
"Wagner, Richard",,,44381
"Rizal, José",,,44120
"Verne, Jules",,,43747
"Brock, C. E.",,,43488
"Irving, Washington",,,42670
"Doré, Gustave",,,42246
"Cervantes Saavedra, Miguel de",,,41793
"Stoker, Bram",,,39909
"Joyce, James",,,39740
"Fitzgerald, F. Scott",,,39232
"Conrad, Joseph",,,39026
"Wyllie, David",,,36981
"Chesterton, G. K.",,,36109
"Gilman, Charlotte Perkins",,,34954
Dante Alighieri,,,34840
"James, Henry",,,34808
"Lang, Andrew",,,34446
"Kipling, Rudyard",,,34408
"London, Jack",,,34283
"Baum, L. Frank",,,33478
"Chekhov, Anton Pavlovich",,,33230
"Du Bois, W. E. B.",,,31910
"Pope, Alexander",,,31680
"Goethe, Johann Wolfgang von",,,31559
"Morley, Henry",,,31516
"Russell, Bertrand",,,31263
"Balzac, Honoré de",,,31250
"Kemble, E. W.",,,29427
"Defoe, Daniel",,,27533
"Robertson, James Alexander",,,27210
"Butler, Samuel",,,27141
"Locke, John",,,27087
"Christie, Agatha",,,26387
"Scott, Walter",,,25919
"Grimm, Jacob",,,25767
"Grimm, Wilhelm",,,25767
"Shaw, Bernard",,,25423
"Machiavelli, Niccolò",,,25392
"Thoreau, Henry David",,,25277
"Hobbes, Thomas",,,25215
"Brontë, Charlotte",,,24838
"Burton, Richard Francis, Sir",,,24775
"Blair, Emma Helen",,,24760
"Kant, Immanuel",,,24723
"Maude, Aylmer",,,24554
"Maupassant, Guy de",,,24462
"Hall, J. Lesslie",,,24366
"Levy, Oscar",,,24350
"Leech, John",,,24242
"Bourne, Edward Gaylord",,,24094
"Maude, Louise",,,23477
"Wharton, Edith",,,23387
"Bell, George",,,22806
"Rackham, Arthur",,,22056
Voltaire,,,21904
"Murray, Gilbert",,,21640
"Townsend, F. H.",,,21493
"Mill, John Stuart",,,21469
Aristotle,,,21460
"Marriott, W. K.",,,20963
"Augustine, Saint, Bishop of Hippo",,,20784
"Buckley, Theodore Alois",,,20766
"Barrie, J. M.",,,20697
"Common, Thomas",,,20605
"Ormsby, John",,,20121
"Derbyshire, Charles E.",,,19832
"Burroughs, Edgar Rice",,,19604
United States. Central Intelligence Agency,,,19590
"Proust, Marcel",,,19386
"Burnett, Frances Hodgson",,,19332
"Davidson, Thomas",,,19242
"Douglass, Frederick",,,19154
"Chambers, Robert W.",,,18824
"Hardy, Thomas",,,18351
Aesop,,,17801
"Flaubert, Gustave",,,17770
"Malory, Thomas, Sir",,,17511
"Milne, A. A.",,,17419
"Lytton, Edward Bulwer Lytton, Baron",,,17374
"Byron, George Gordon Byron, Baron",,,17356
"Darwin, Charles",,,17103
"Marlowe, Christopher",,,17089
"Milton, John",,,16831
"Le Fanu, Joseph Sheridan",,,16577
"Equiano, Olaudah",,,16528
"Potter, Beatrix",,,16340
"Hapgood, Isabel Florence",,,16279
"Bierce, Ambrose",,,16243
"Galsworthy, John",,,16150
"Jonson, Ben",,,16104
"Seaman, Owen",,,15916
"Schopenhauer, Arthur",,,15734
"Wodehouse, P. G.",,,15664
"Hume, David",,,15520
"Brontë, Emily",,,15509
"Cary, Henry Francis",,,15508
"Pusey, E. B.",,,15430
"Burnand, F. C.",,,15295
"MacDonald, George",,,15227
"Franklin, Benjamin",,,15091
"Yeats, W. B.",,,15065
"Lawrence, D. H.",,,14975
Sophocles,,,14744
"Zola, Émile",,,14728
"Zimmern, Helen",,,14727
"James, William",,,14538
Ovid,,,14440
"Emerson, Ralph Waldo",,,14377
"Ruskin, John",,,14365
"Riley, Henry T.",,,14281
"Tagore, Rabindranath",,,14152
"Chaucer, Geoffrey",,,14066
"Howells, William Dean",,,14031
"Chambers, Robert",,,13786
Xenophon,,,13759
"Emshwiller, Ed",,,13725
"Ogden, C. K.",,,13684
"Wittgenstein, Ludwig",,,13564
"Craig, Austin",,,13561
"Jókai, Mór",,,13545
"Dyce, Alexander",,,13544
"Trollope, Anthony",,,13396
Aristophanes,,,13389
"Freud, Sigmund",,,13379
"Thompson, Silvanus P.",,,13342
"Hesse, Hermann",,,13205
"Chambers, William",,,13090
"Nesbit, E.",,,13019
"Wolf, Edwin",,,12936
"Shepard, Ernest H.",,,12916
"Alger, Horatio, Jr.",,,12775
"Dakyns, Henry Graham",,,12619
"Dick, Philip K.",,,12588
"Skeat, Walter W.",,,12297
"Blake, William",,,12285
"Collins, Wilkie",,,12230
"Stowe, Harriet Beecher",,,12223
"Roosevelt, Theodore",,,12196
"Eliot, T. S.",,,12154
"Ballantyne, R. M.",,,12124
United States. Work Projects Administration,,,12073
"Pushkin, Aleksandr Sergeevich",,,12011
"Andersen, H. C.",,,11969
"Thackeray, William Makepeace",,,11848
Vatsyayana,,,11649
Virgil,,,11648
"Belloc, Hilaire",,,11618
"Kingston, William Henry Giles",,,11551
"Henty, G. A.",,,11547
"Carlyle, Thomas",,,11544
"Archer, William",,,11516
"Warner, Charles Dudley",,,11471
"Baudelaire, Charles",,,11424
"Haggard, H. Rider",,,11418
"Glaspell, Susan",,,11413
"Dewey, John",,,11388
"Marcus Aurelius, Emperor of Rome",,,11339
"Child, Lydia Maria",,,11307
"Salten, Felix",,,11269
"Sinclair, Upton",,,11262
"Bhide, Shivaram Parashuram",,,11227
"Indrajit, Bhagavanlal",,,11227
"Bell, Clara",,,11199
"Wood, James, Rev.",,,11090
"Gosse, Edmund",,,11043
"Yonge, Charlotte M.",,,10965
"Jacobs, W. W.",,,10963
"Blackwood, Algernon",,,10874
"Lebert, Marie",,,10866
"Cooper, James Fenimore",,,10842
"Stratemeyer, Edward",,,10841
"Smith, E. Boyd",,,10731
"Rousseau, Jean-Jacques",,,10687
"Neill, John R.",,,10683
"Sunzi, active 6th century B.C.",,,10628
"Leblanc, Maurice",,,10616
"Ludovici, Anthony M.",,,10613
"Schiller, Friedrich",,,10593
"Spenser, Edmund",,,10591
"Montaigne, Michel de",,,10587
"Rowlandson, Mary White",,,10552
"Lovecraft, H. P.",,,10548
"Cicero, Marcus Tullius",,,10501
"Longfellow, Henry Wadsworth",,,10491
"Nuttall, P. Austin",,,10429
"Marx, Karl",,,10415
"Henry, O.",,,10408
"Josephus, Flavius",,,10338
"Fenn, George Manville",,,10337
"Ebers, Georg",,,10330
"Turgenev, Ivan Sergeevich",,,10278
"Giles, Lionel",,,10223
"Pérez Galdós, Benito",,,10162
"France, Anatole",,,10147
"Machen, Arthur",,,10108
"Jerome, Jerome K.",,,10088
"Wells-Barnett, Ida B.",,,10043
"Engels, Friedrich",,,9997
"Patten, William",,,9992
"Teixeira de Mattos, Alexander",,,9976
"Wheatley, Henry B.",,,9938
"Crane, Walter",,,9914
"Tocqueville, Alexis de",,,9884
Library of Congress. Copyright Office,,,9859
Thucydides,,,9839
"Whiston, William",,,9820
"Woolf, Virginia",,,9807
"Pine, Frank Woodworth",,,9728
"Baring-Gould, S.",,,9682
"Gogol, Nikolai Vasilevich",,,9636
"Harte, Bret",,,9634
"Bond, Nelson S.",,,9618
"Hazlitt, William Carew",,,9574
"Macaulay, Thomas Babington Macaulay, Baron",,,9553
"Oliphant, Mrs.",,,9537
Molière,,,9527
"Paine, Thomas",,,9503
"Descartes, René",,,9488
"Frazer, James George",,,9431
"Rhead, Louis",,,9426
"Meredith, George",,,9402
"Hoffmann, Heinrich",,,9398
"Blasco Ibáñez, Vicente",,,9369
"Burgess, Thornton W.",,,9350
"Reeve, Henry",,,9324
"Coleridge, Samuel Taylor",,,9305
Valmiki,,,9289
"Riis, Jacob A.",,,9228
"Gibbon, Edward",,,9213
"Finlay, Virgil",,,9191
"Meiklejohn, J. M. D.",,,9064
"Crawley, Richard",,,9031
"Queirós, Eça de",,,8991
Euripides,,,8958
"Cruikshank, George",,,8957
"Bacon, Francis",,,8949
"Parker, Gilbert",,,8944
"Cook, Albert S.",,,8931
"Jacobs, Harriet A.",,,8911
"Garrett, Randall",,,8910
"Bennett, Arnold",,,8905
"Figueiredo, Cândido de",,,8878
"Saintsbury, George",,,8860
"Macaulay, G. C.",,,8819
"Smith, Adam",,,8791
"Taylor, Bayard",,,8759
"Aveling, Eleanor Marx",,,8731
"Morris, William",,,8683
Herodotus,,,8675
"Henderson, A. E.",,,8635
"Quesada, Louise Charlotte Garstin",,,8635
"McMaster, Albert Cohn",,,8635
"Wauchope, George Armstrong",,,8596
"Ganguli, Kisari Mohan",,,8500
"Freas, Kelly",,,8468
"Lindsay, Norman",,,8440
"Gautier, Théophile",,,8412
"Hearn, Lafcadio",,,8398
Plutarch,,,8367
"Hayashi, Kiyotoshi",,,8318
"Gibran, Kahlil",,,8300
"Garis, Howard Roger",,,8276
"Higginson, Thomas Wentworth",,,8274
"Clark, William George",,,8220
"Lowell, James Russell",,,8190
"Blavatsky, H. P.",,,8169
"Pyle, Howard",,,8150
"Whitman, Walt",,,8149
"Starr, Frederick",,,8143
"Borrow, George",,,8143
"Spinoza, Benedictus de",,,8120
"Bunyan, John",,,8109
"Synge, J. M.",,,8106
"Mencken, H. L.",,,8100
"Luther, Martin",,,8074
"Kennedy, J. M.",,,7970
"Crane, Stephen",,,7960
"Strindberg, August",,,7954
"Saunders, T. Bailey",,,7952
"Lindsay, Jack",,,7927
"Clarke, Harry",,,7842
"Calderón, Sofronio G.",,,7805
"Howard, Robert E.",,,7792
"Erasmus, Desiderius",,,7778
"Vernon Jones, V. S.",,,7766
"Sand, George",,,7756
"Johnson, William Savage",,,7743
"Rand, Ayn",,,7742
"Holmes, Oliver Wendell",,,7731
"Grahame, Kenneth",,,7728
"Platt, Rutherford Hayes",,,7706
"Hammerton, J. A.",,,7687
"Stockton, Frank R.",,,7677
"Elwes, R. H. M.",,,7669
"Braddon, M. E.",,,7622
"Gorky, Maksim",,,7621
"Walpole, Horace",,,7567
"Wormeley, Katharine Prescott",,,7560
"Poblete, Pascual Hicaro",,,7542
"Cotton, Charles",,,7540
"Pascal, Blaise",,,7482
"Terry, W. E.",,,7434
"Glover, John, librarian of Trinity College, Cambridge",,,7419
"Orban, Paul",,,7408
Boethius,,,7402
"Griffith, Ralph T. H.",,,7383
"Milman, Henry Hart",,,7345
Vitruvius Pollio,,,7294
"Kean, Charles John",,,7284
"Reid, Mayne",,,7267
"Maugham, W. Somerset",,,7258
"Tenniel, John",,,7258
"Winter, Milo",,,7249
"Orczy, Emmuska Orczy, Baroness",,,7150
"Strunk, William",,,7126
"Graham, George R.",,,7049
"Wiggin, Kate Douglas Smith",,,7028
"Kingsley, Charles",,,7007
"Dryden, John",,,6914
"Pepys, Samuel",,,6903
"Maeterlinck, Maurice",,,6884
"AlHydar, Majid",,,6874
"Holbein, Hans",,,6868
"Leinster, Murray",,,6853
"Ellis, Edward Sylvester",,,6849
"Chopin, Kate",,,6839
"Mann, Thomas",,,6824
"Schoenherr, John",,,6818
"Morris, Richard",,,6817
"Guizot, François",,,6811
"Castelo Branco, Camilo",,,6793
"Daudet, Alphonse",,,6782
"Lawrence, Frederic William",,,6746
"Kirtlan, Ernest J. B.",,,6746
"Rogers, Walter S.",,,6732
"Brinton, Daniel G.",,,6717
"Braybrooke, Richard Griffin, Baron",,,6710
"Piper, H. Beam",,,6704
"Le Queux, William",,,6701
"Johnson, Samuel",,,6699
"Grey, Zane",,,6693
"Wells, Carolyn",,,6629
"Polidori, John William",,,6629
"Meade, L. T.",,,6615
"Marriage, Ellen",,,6609
"Bright, Mynors",,,6605
"Jefferson, Thomas",,,6589
"Ward, Humphry, Mrs.",,,6572
"Hemingway, Ernest",,,6560
"Leroux, Gaston",,,6552
"Wordsworth, William",,,6545
"Tacitus, Cornelius",,,6494
"Paget, Walter",,,6490
"Cleland, John",,,6482
"Boccaccio, Giovanni",,,6479
"Washington, Booker T.",,,6468
"Jacobs, Joseph",,,6438
"Samuel, Horace Barnett",,,6433
"De Quincey, Thomas",,,6430
"Andreyev, Leonid",,,6428
Laozi,,,6412
"Smyth, W. H.",,,6410
"Abbott, Jacob",,,6409
"Vonnegut, Kurt",,,6317
"Oppenheim, E. Phillips",,,6315
Stendhal,,,6315
"Mille, Pierre",,,6307
"Wollstonecraft, Mary",,,6301
"Belcher, Edward, Sir",,,6280
"Ellis, Havelock",,,6261
"La Fontaine, Jean de",,,6260
"Cather, Willa",,,6250
"James, H. R.",,,6240
"Mabie, Hamilton Wright",,,6228
"Optic, Oliver",,,6225
"Owen, Robert Emmett",,,6200
"Boylan, R. Dillon",,,6128
"Willis, Nathaniel Parker",,,6115
"Selby-Bigge, L. A.",,,6072
Apicius,,,6052
"Fuqua, Robert",,,6048
"Quiller-Couch, Arthur",,,6048
"Rostand, Edmond",,,6041
"Tennyson, Alfred Tennyson, Baron",,,6041
"Hume, Fergus",,,6036
"Flameng, François",,,6005
"Merriman, Henry Seton",,,5996
"FitzGerald, Edward",,,5971
"Hope, Laura Lee",,,5970
"Madison, James",,,5967
"Motley, John Lothrop",,,5963
"Sue, Eugène",,,5947
"Perrault, Charles",,,5885
"Huxley, Thomas Henry",,,5877
"Vehling, Joseph Dommers",,,5849
"Harrison, James A.",,,5812
"Sharp, Robert",,,5812
"Addison, Joseph",,,5792
"Vizetelly, Ernest Alfred",,,5786
"Rhys, Ernest",,,5775
"Clausewitz, Carl von",,,5761
"Camões, Luís de",,,5732
"Flaxman, John",,,5728
"Burke, Edmund",,,5727
"Linnell, Bruce R.",,,5720
"Matull, Kurt",,,5705
"Haussmann, William A.",,,5659
"Rolland, Romain",,,5655
"Blankensee, Theo von",,,5638
"Keats, John",,,5627
"Mérimée, Prosper",,,5627
"Steele, Richard, Sir",,,5623
"Graham, J. J.",,,5601
"Segalá y Estalella, Luis",,,5593
"Greenaway, Kate",,,5589
"Hamilton, Alexander",,,5582
"Baroja, Pío",,,5579
"Dods, Marcus",,,5548
"Thurston, Edgar",,,5515
"Butcher, S. H.",,,5497
"Thwaites, Reuben Gold",,,5496
"Wilhelm, Thomas",,,5473
"Jay, John",,,5472
"Marryat, Frederick",,,5469
"Honig, Winfried",,,5466
"Sabatini, Rafael",,,5432
"Lincoln, Abraham",,,5419
"Legge, James",,,5410
"Hogarth, C. J.",,,5384
"Müller, F. Max",,,5367
"Payne, John",,,5367
"Goldsmith, Oliver",,,5327
"Richards, Laura Elizabeth Howe",,,5326
"Lever, Charles James",,,5321
"Spyri, Johanna",,,5300
"Churchill, Winston",,,5290
"More, Thomas, Saint",,,5282
"Otis, James",,,5278
"Safford, Mary J.",,,5278
"Veitch, John",,,5266
"Yonge, Charles Duke",,,5227
"Pigafetta, Antonio",,,5215
"Dreiser, Theodore",,,5145
"Davis, Richard Harding",,,5129
"Collodi, Carlo",,,5099
"Smith, Jessie Willcox",,,5097
"Lane-Poole, Stanley",,,5097
"Benson, E. F.",,,5087
"Brill, A. A.",,,5064
"Seneca, Lucius Annaeus",,,5041
Northern Nut Growers Association,,,5033
"Cohn, Paul V.",,,5019
"Atkinson, William Walker",,,5007
"Radcliffe, Ann Ward",,,5002
"Lodge, Henry Cabot",,,5001
"Green, Anna Katharine",,,4996
"Smith, George O.",,,4992
"Huxley, Aldous",,,4984
"Conway, Moncure Daniel",,,4975
"Molesworth, Mrs.",,,4967
"Hope, Anthony",,,4958
"Paine, Albert Bigelow",,,4953
"Rinehart, Mary Roberts",,,4941
"Standish, Burt L.",,,4940
Epictetus,,,4931
"Stewart, Aubrey",,,4930
"Morley, John",,,4927
"Vestal, Herman B.",,,4920
"Besant, Annie",,,4916
"Rachinskii, Sergei Aleksandrovich",,,4910
Machado de Assis,,,4909
"Rosell, Cayetano",,,4897
"Vaughan, Robert",,,4897
"Waley, Arthur",,,4892
"Seltzer, Thomas",,,4892
"Southey, Robert",,,4888
"Casanova, Giacomo",,,4866
"Nicoll, W. Robertson",,,4859
"Roget, Peter Mark",,,4857
"Aimard, Gustave",,,4851
"Harris, Joel Chandler",,,4846
"Luo, Guanzhong",,,4837
"Arnold, Edwin, Sir",,,4821
"Leslie, Madeline",,,4816
"Harvey, William",,,4803
"Dunsany, Lord",,,4803
"Bull, Charles Livingston",,,4798
"Koteliansky, S. S.",,,4792
"Church, Alfred John",,,4787
"Lönnrot, Elias",,,4786
"Crawford, F. Marion",,,4785
"Fabre, Jean-Henri",,,4758
"Hamsun, Knut",,,4743
"Browning, Elizabeth Barrett",,,4743
"Wrenn, Charles L.",,,4738
"Dulac, Edmund",,,4732
"Bates, Harry",,,4732
"Ford, H. J.",,,4728
"Barrows, David P.",,,4724
"Richardson, Samuel",,,4718
"Barbour, Ralph Henry",,,4703
"Mahan, A. T.",,,4701
"Yule, Henry, Sir",,,4700
"Biggers, Earl Derr",,,4697
"Barnum, P. T.",,,4686
"Seton, Ernest Thompson",,,4684
Snorri Sturluson,,,4682
"Brazil, Angela",,,4677
"Dexter, Timothy",,,4670
"Relyea, C. M.",,,4661
"Čapek, Karel",,,4654
"Santayana, George",,,4653
"Markham, Clements R.",,,4642
"Caldecott, Randolph",,,4630
